reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,Id
7936a14c-81ba-4ea6-9ecd-0f55585fbf79,Lizie Tongogara,https://play-lh.googleusercontent.com/a/ACg8ocKaPAGZsXNWjGImof0tx5Rinad05YhDOF9zvnbLB-qd=mo,Aaaa this is the best app although it's being over used,5,0,,2024-02-17 09:03:50,,,,com.snapchat.android
48aaf392-6c16-40dd-b65d-393fc751bdc0,Fazal Abbas,https://play-lh.googleusercontent.com/a/ACg8ocKJi18gdDlcBsAn-dAc-QGRmkDL1VWUJ8UZre8FbXfm=mo,Good,5,0,,2024-02-17 07:43:40,,,,com.snapchat.android
c49203d4-8a42-44a6-8478-023312cc0c84,Muhammad Ayaz,https://play-lh.googleusercontent.com/a/ACg8ocIKgKCwqkxjMJbobZKLtovvg-W6PyFt18HKX4Uca4J_=mo,Best app,5,0,,2024-02-17 07:22:17,,,,com.snapchat.android
b270f2cb-be55-4a96-99b0-35e39f8cf1ae,Letty Valero,https://play-lh.googleusercontent.com/a/ACg8ocLTaxmjDUxd_i4KRB18H21Lp_yj3Zt02jO3hYYjPaKZ=mo,It's so amazing,5,0,,2024-02-17 05:58:49,,,,com.snapchat.android
a3190682-fe46-4932-93e1-d72b7ec7cd70,George Waki,https://play-lh.googleusercontent.com/a/ACg8ocKFh2jZipZ9_Trc98GxRcSelfjqqee7jxPmqbfcnfzg=mo,Ok nmr,5,0,,2024-02-17 05:43:31,,,,com.snapchat.android
2b3a3b78-89a6-4cc7-9942-85f3bb087395,Ragunath Pranavee,https://play-lh.googleusercontent.com/a/ACg8ocKoxfYCNLjSQ9x638NilKDTJx--uVjnYgnjHvmYwn1M=mo,Is in,5,1,12.52.0.60,2024-02-17 05:06:42,,,12.52.0.60,com.snapchat.android
343a8c86-c54e-4630-9d21-68a7c0f4de44,roberto menenedez,https://play-lh.googleusercontent.com/a/ACg8ocLZxXWJLvQS0N5Pc80TMMiHtpOaGHKqc8y-P_wHclAh=mo,cool,5,0,,2024-02-17 03:43:53,,,,com.snapchat.android
a8a3a607-0d32-4806-9070-853f953af871,Neema Chales,https://play-lh.googleusercontent.com/a/ACg8ocKFIM-qyOPYAwtHS1eXFsplmRfUO_GIVskl9IjWgKUT=mo,Neenachales,5,0,12.73.0.40,2024-02-17 03:34:10,,,12.73.0.40,com.snapchat.android
e8a79ea5-d5eb-4dc6-9978-be9a644a83bc,Derje Ayele,https://play-lh.googleusercontent.com/a/ACg8ocJwy1aDY6URSwdoNRNsA7pbTriYs2FKM3U2GuY5I9vi=mo,DEREJE,5,0,12.73.0.40,2024-02-17 02:52:15,,,12.73.0.40,com.snapchat.android
1a0336f2-8c04-418c-b5bf-c5f14cfdb612,Mary Browne,https://play-lh.googleusercontent.com/a/ACg8ocJ4Lb5Atwatd6LF_IaqSHm1px7HHT_dbBVSHkJ2wTUg=mo,The best app,5,0,,2024-02-17 02:38:02,,,,com.snapchat.android
1ff4f91e-eb65-4227-bbe9-22401a1e43ea,khalid haris,https://play-lh.googleusercontent.com/a-/ALV-UjWKd6xBrWiaGHGV69C427o4G87swG0HMmB2xGLei6zK3A,Good,5,0,,2024-02-17 02:33:23,,,,com.snapchat.android
85d4fc88-736f-45ff-8d1f-d3d14b0becac,Andrew Nyabadza,https://play-lh.googleusercontent.com/a/ACg8ocK9CpAvEi_wbRJnd4f4N16RDMlZT0EkyyPsvzw5b70=mo,Exellent,5,0,12.72.0.37,2024-02-17 01:32:26,,,12.72.0.37,com.snapchat.android
d4aaadf5-954e-48f3-b6d4-53c44d610306,Peter nwankwo,https://play-lh.googleusercontent.com/a/ACg8ocKpgBn3-UByY4nlVSjL1BdrD8VGCESibqs8xRqLzO0O=mo,Nice,5,0,12.57.0.55,2024-02-17 01:30:33,,,12.57.0.55,com.snapchat.android
